units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update,roi
148,0.19,733.65,23,165,0.14,Clothing,Asia,0.1129,1.48,167.09,Apr-2024,339.0747501346579
187,0.03,1200.7,35,21,1.67,Home Appliances,North America,0.1081,1.69,182.69,Nov-2024,557.2335650555586
178,0.12,586.29,4,77,0.05,Books,North America,0.0859,0.35,30.06,Dec-2024,1850.3992015968065
154,0.02,356.48,21,273,0.08,Toys,Asia,0.172,1.77,304.44,Nov-2024,17.09368019971095
155,0.03,965.25,37,148,0.25,Home Appliances,Europe,0.1958,0.85,166.43,Jul-2024,479.9735624586913
175,0.26,310.18,2,239,0.01,Books,North America,0.1174,1.98,232.45,Feb-2024,33.43944934394494
204,0.26,1074.95,37,98,0.38,Toys,North America,0.0413,1.24,51.21,Jul-2024,1999.101737941808
154,0.04,340.61,11,274,0.04,Home Appliances,Europe,0.0741,0.13,9.63,Feb-2024,3436.9678089304257
209,0.25,163.64,12,161,0.07,Electronics,North America,0.0437,1.88,82.16,Apr-2024,99.17234664070106
174,0.11,51.82,26,129,0.2,Books,North America,0.0735,1.3,95.55,Feb-2024,-45.76661433804291
149,0.07,260.59,17,371,0.05,Books,Europe,0.1636,0.71,116.16,Jan-2024,124.33712121212119
149,0.07,1106.81,29,447,0.06,Clothing,Asia,0.076,0.39,29.64,Aug-2024,3634.176788124156
148,0.21,711.59,4,466,0.01,Books,Europe,0.066,0.57,37.62,Nov-2024,1791.5204678362575
210,0.08,638.19,29,318,0.09,Electronics,North America,0.0357,1.22,43.55,Oct-2024,1365.4190585533872
135,0.17,585.1,7,55,0.13,Books,Asia,0.0527,0.13,6.85,Nov-2024,8441.60583941606
168,0.08,290.55,27,232,0.12,Toys,Europe,0.087,1.79,155.73,May-2024,86.57291465998847
148,0.06,862.58,35,112,0.31,Clothing,Asia,0.0763,0.38,28.99,Aug-2024,2875.4398068299415
156,0.18,637.99,39,208,0.19,Toys,Asia,0.0411,1.21,49.73,Jul-2024,1182.9077015885782
203,0.3,283.16,19,68,0.28,Toys,North America,0.137,1.9,260.3,Mar-2024,8.78217441413754
155,0.01,181.79,2,176,0.01,Toys,Asia,0.1713,0.32,54.82,May-2024,231.61255016417365
169,0.01,309.06,19,279,0.07,Toys,Europe,0.0809,1.63,131.87,Dec-2024,134.36717979828617
207,0.04,194.8,9,236,0.04,Electronics,North America,0.0104,0.6,6.24,Jun-2024,3021.794871794872
154,0.06,904.13,39,166,0.23,Toys,Asia,0.1772,0.81,143.53,Nov-2024,529.9240576882883
212,0.05,500.57,44,495,0.09,Electronics,North America,0.1135,0.76,86.26,Oct-2024,480.3037329005332
194,0.25,554.61,16,334,0.05,Clothing,North America,0.0188,1.3,24.44,Dec-2023,2169.271685761047
156,0.24,1269.84,11,35,0.31,Toys,Asia,0.0809,1.23,99.51,Sep-2024,1176.0928549894481
133,0.3,239.74,28,381,0.07,Books,Asia,0.0256,0.19,4.86,Mar-2024,4832.921810699589
200,0.28,169.52,42,350,0.12,Toys,North America,0.0574,0.41,23.53,Jun-2024,620.4419889502763
181,0.23,259.87,40,346,0.12,Home Appliances,North America,0.0783,0.85,66.55,Sep-2024,290.48835462058605
134,0.23,964.73,23,195,0.12,Books,Asia,0.0514,1.95,100.23,Feb-2024,862.5162127107652
184,0.22,528.34,8,359,0.02,Home Appliances,North America,0.18,0.51,91.8,Apr-2024,475.53376906318084
197,0.22,199.49,0,35,0.0,Toys,North America,0.1453,0.16,23.25,Oct-2024,758.0215053763442
147,0.16,1082.21,43,121,0.36,Books,Europe,0.0653,1.47,95.99,Jan-2024,1027.4195228669655
138,0.26,217.16,26,319,0.08,Home Appliances,Asia,0.1633,0.3,48.99,Sep-2024,343.2741375790977
181,0.2,712.27,41,119,0.34,Home Appliances,North America,0.1087,0.8,86.96,Feb-2024,719.0777368905244
175,0.04,1286.09,0,270,0.0,Books,North America,0.1867,1.2,224.04,Jul-2024,474.0448134261739
155,0.12,982.78,23,224,0.1,Home Appliances,Europe,0.093,0.19,17.67,Jun-2024,5461.8562535370675
159,0.25,278.82,39,158,0.25,Electronics,Asia,0.0623,1.17,72.89,Sep-2024,282.5216079023186
205,0.02,202.84,6,104,0.06,Electronics,North America,0.1659,0.33,54.75,Feb-2024,270.4840182648402
160,0.17,716.59,15,414,0.04,Electronics,Asia,0.1646,0.47,77.36,Mar-2024,826.3055842812823
160,0.19,966.12,17,373,0.05,Clothing,Europe,0.0313,1.93,60.41,Jun-2024,1499.2716437675883
152,0.3,298.16,25,365,0.07,Home Appliances,Europe,0.0718,0.72,51.7,Dec-2023,476.7117988394585
209,0.25,84.18,30,383,0.08,Electronics,North America,0.1169,0.43,50.27,May-2024,67.45573900934951
181,0.17,668.19,40,288,0.14,Home Appliances,North America,0.1851,0.84,155.48,Aug-2024,329.75945459223055
145,0.13,818.34,15,213,0.07,Clothing,Asia,0.1183,0.65,76.9,Oct-2024,964.1612483745124
154,0.26,299.17,24,123,0.2,Toys,Asia,0.0191,0.56,10.7,Jun-2024,2695.981308411215
209,0.12,783.87,19,296,0.06,Electronics,North America,0.0268,1.58,42.34,Dec-2023,1751.3698630136987
160,0.27,621.04,30,143,0.21,Clothing,Europe,0.0985,1.82,179.27,Aug-2024,246.42717688402965
172,0.14,671.19,10,200,0.05,Books,North America,0.0108,0.28,3.02,Mar-2024,22124.834437086098
144,0.19,259.3,19,267,0.07,Books,Europe,0.1094,1.25,136.75,May-2024,89.61608775137113
146,0.03,729.1,1,89,0.01,Clothing,Asia,0.0442,1.12,49.5,Apr-2024,1372.929292929293
132,0.14,99.36,44,441,0.1,Books,Asia,0.0562,1.7,95.54,May-2024,3.9983253087711876
200,0.15,335.38,29,492,0.06,Toys,North America,0.1963,1.55,304.26,Jul-2024,10.228094392953397
174,0.24,648.92,47,177,0.27,Books,North America,0.0169,1.08,18.25,Dec-2024,3455.72602739726
159,0.28,685.04,20,53,0.38,Electronics,Asia,0.0719,1.46,104.97,Jul-2024,552.6055063351433
191,0.13,513.79,16,242,0.07,Clothing,North America,0.1361,1.53,208.23,Jun-2024,146.74158382557746
152,0.23,131.76,9,295,0.03,Home Appliances,Europe,0.1786,0.53,94.66,Feb-2024,39.19290090851468
145,0.16,52.45,26,456,0.06,Clothing,Asia,0.1547,0.58,89.73,Apr-2024,-41.54686281065418
205,0.21,57.42,48,322,0.15,Electronics,North America,0.0782,1.84,143.89,Nov-2024,-60.094516644659116
145,0.29,932.98,22,264,0.08,Clothing,Asia,0.0198,0.45,8.91,Feb-2024,10371.15600448934
190,0.25,225.48,45,39,1.15,Clothing,North America,0.0393,0.72,28.3,May-2024,696.7491166077738
150,0.14,252.38,12,319,0.04,Home Appliances,Europe,0.1193,1.33,158.67,Dec-2024,59.05968362009203
174,0.26,895.93,43,79,0.54,Electronics,Europe,0.0538,1.97,105.99,Jun-2024,745.2967261062364
171,0.28,146.17,48,422,0.11,Electronics,Europe,0.1351,1.84,248.58,Oct-2024,-41.19800466650576
188,0.27,867.61,6,365,0.02,Clothing,North America,0.1784,0.72,128.45,Nov-2024,575.4456987154537
178,0.19,460.44,43,31,1.39,Home Appliances,North America,0.0587,0.14,8.22,Jun-2024,5501.459854014597
143,0.08,348.77,36,449,0.08,Clothing,Asia,0.178,0.39,69.42,Nov-2024,402.4056467876692
145,0.29,68.86,1,33,0.03,Books,Europe,0.1602,0.27,43.25,Jul-2024,59.213872832369944
146,0.11,1315.21,33,383,0.09,Clothing,Asia,0.1785,1.99,355.22,Mar-2024,270.25223804965935
138,0.25,837.6,4,325,0.01,Home Appliances,Asia,0.0831,1.44,119.66,Jan-2024,599.9832859769347
166,0.28,92.19,19,30,0.63,Toys,Europe,0.0375,0.48,18.0,Feb-2024,412.16666666666663
157,0.11,1142.49,38,268,0.14,Electronics,Asia,0.1257,1.5,188.55,Jul-2024,505.9347653142402
205,0.01,1924.2,40,250,0.16,Electronics,North America,0.0492,1.31,64.45,Oct-2024,2885.5702094647013
197,0.06,427.96,20,227,0.09,Toys,North America,0.0994,1.93,191.84,Mar-2024,123.08173477898248
170,0.11,83.57,7,242,0.03,Books,North America,0.1119,1.66,185.75,Sep-2024,-55.00942126514132
188,0.07,191.8,44,418,0.11,Clothing,North America,0.1055,0.39,41.14,Apr-2024,366.2129314535732
150,0.18,146.91,36,129,0.28,Home Appliances,Europe,0.1991,1.23,244.89,Feb-2024,-40.00980031851035
150,0.13,345.58,4,354,0.01,Home Appliances,Europe,0.1712,1.44,246.53,May-2024,40.17766600413742
165,0.24,722.46,23,266,0.09,Toys,Europe,0.1328,1.75,232.4,Oct-2024,210.86919104991395
153,0.24,224.66,49,231,0.21,Electronics,Asia,0.0256,0.47,12.03,Apr-2024,1767.4979218620117
166,0.25,20.63,44,165,0.27,Books,North America,0.1482,0.26,38.53,Dec-2023,-46.45730599532832
130,0.12,1129.81,25,151,0.17,Books,Asia,0.1067,0.15,16.0,Mar-2024,6961.3125
147,0.3,292.4,44,477,0.09,Toys,Asia,0.1193,0.84,100.21,Dec-2023,191.7872467817583
143,0.14,301.96,33,436,0.08,Books,Europe,0.121,1.6,193.6,Jan-2024,55.971074380165284
192,0.03,497.01,0,158,0.0,Toys,North America,0.043,0.13,5.59,Mar-2024,8791.055456171736
143,0.18,517.83,28,211,0.13,Clothing,Asia,0.123,1.15,141.45,Feb-2024,266.0869565217392
199,0.07,165.21,8,227,0.04,Electronics,North America,0.1927,0.29,55.88,Jul-2024,195.65139584824624
147,0.26,204.82,34,321,0.11,Toys,Asia,0.0261,0.81,21.14,Dec-2023,868.8741721854304
141,0.18,32.52,36,396,0.09,Clothing,Asia,0.1298,1.44,186.91,Mar-2024,-82.60125193943608
135,0.07,140.97,42,339,0.12,Home Appliances,Asia,0.0581,1.24,72.04,Jan-2024,95.68295391449193
144,0.23,252.28,21,136,0.15,Clothing,Asia,0.1065,0.7,74.55,Aug-2024,238.40375586854466
154,0.08,557.3,13,450,0.03,Electronics,Asia,0.1815,1.92,348.48,May-2024,59.92309458218546
143,0.08,820.91,7,439,0.02,Books,Europe,0.1192,0.12,14.3,Oct-2024,5640.62937062937
172,0.06,1180.04,9,279,0.03,Electronics,Europe,0.118,1.38,162.84,Dec-2023,624.6622451486121
148,0.24,472.16,9,120,0.07,Toys,Asia,0.0485,1.85,89.72,Mar-2024,426.25947391885876
164,0.29,646.22,16,167,0.1,Toys,Europe,0.1257,1.79,225.0,Apr-2024,187.20888888888888
163,0.19,499.22,5,166,0.03,Toys,Europe,0.1279,0.92,117.67,Sep-2024,324.25427041726863
157,0.21,414.66,20,391,0.05,Clothing,Europe,0.0208,1.87,38.9,Jun-2024,965.9640102827766
151,0.26,252.04,31,479,0.06,Home Appliances,Europe,0.1661,1.76,292.34,May-2024,-13.785318464801255
183,0.1,551.39,33,241,0.14,Clothing,North America,0.1211,0.52,62.97,Jun-2024,775.6391932666348
141,0.06,517.58,8,443,0.02,Books,Europe,0.1865,1.68,313.32,Jan-2024,65.19213583556748
153,0.04,950.65,16,92,0.17,Electronics,Asia,0.0638,0.27,17.23,May-2024,5417.411491584446
184,0.16,1107.39,3,289,0.01,Clothing,North America,0.0769,0.5,38.45,Jan-2024,2780.078023407022
127,0.25,145.26,24,402,0.06,Books,Asia,0.1612,0.58,93.5,Sep-2024,55.35828877005346
184,0.25,814.52,46,246,0.19,Clothing,North America,0.1197,0.35,41.9,Oct-2024,1843.9618138424823
139,0.05,26.64,6,393,0.02,Clothing,Asia,0.0236,1.81,42.72,May-2024,-37.640449438202246
147,0.14,172.48,3,112,0.03,Toys,Asia,0.0501,0.58,29.06,Jan-2024,493.53062629043353
146,0.17,213.87,4,455,0.01,Toys,Asia,0.0398,0.44,17.51,May-2024,1121.4163335237008
170,0.02,69.09,6,273,0.02,Electronics,Europe,0.0344,1.35,46.44,Feb-2024,48.772609819121456
174,0.13,774.99,5,394,0.01,Home Appliances,North America,0.0403,0.43,17.33,Mar-2024,4371.95614541258
139,0.27,592.76,45,340,0.13,Books,Europe,0.139,0.85,118.15,Jun-2024,401.7012272534913
168,0.2,64.22,20,218,0.09,Electronics,Europe,0.0281,1.1,30.91,Nov-2024,107.76447751536719
151,0.26,361.17,23,180,0.13,Electronics,Asia,0.0757,1.64,124.15,Apr-2024,190.91421667337897
166,0.06,1323.48,22,312,0.07,Books,North America,0.1874,1.17,219.26,May-2024,503.61214995895284
163,0.08,283.95,21,455,0.05,Toys,Europe,0.151,1.44,217.44,Aug-2024,30.58774834437086
161,0.12,736.96,46,29,1.59,Toys,Europe,0.1547,0.82,126.85,Jul-2024,480.96964919195904
166,0.23,276.75,40,477,0.08,Electronics,Europe,0.0374,0.59,22.07,Jan-2024,1153.9646579066605
139,0.05,265.01,3,180,0.02,Books,Europe,0.1496,1.33,198.97,Jan-2024,33.19093330652862
153,0.05,577.98,5,313,0.02,Electronics,Asia,0.1053,0.62,65.29,Mar-2024,785.2504211977332
166,0.03,153.54,38,67,0.57,Electronics,Europe,0.0355,1.79,63.54,Sep-2024,141.64305949008497
138,0.11,252.44,5,16,0.31,Clothing,Asia,0.1836,1.38,253.37,Nov-2024,-0.3670521371906725
196,0.27,203.21,5,90,0.06,Electronics,North America,0.1666,0.45,74.97,Feb-2024,171.05508870214754
201,0.16,228.95,43,269,0.16,Electronics,North America,0.1383,1.72,237.88,Sep-2024,-3.7539936102236453
148,0.23,990.4,33,331,0.1,Toys,Asia,0.1368,0.71,97.13,Jun-2024,919.6643673427366
167,0.17,229.48,24,28,0.86,Electronics,Europe,0.1566,0.54,84.56,Jul-2024,171.3812677388836
127,0.01,57.66,6,466,0.01,Books,Asia,0.0274,1.66,45.48,Oct-2024,26.781002638522427
135,0.19,1313.37,33,352,0.09,Home Appliances,Asia,0.0522,0.25,13.05,Dec-2023,9964.137931034482
161,0.17,191.88,4,75,0.05,Toys,Europe,0.0743,0.73,54.24,May-2024,253.76106194690263
170,0.06,1541.3,20,486,0.04,Electronics,Europe,0.0391,0.88,34.41,Jul-2024,4379.221156640511
134,0.14,355.76,37,317,0.12,Home Appliances,Asia,0.1505,0.64,96.32,Jul-2024,269.3521594684385
180,0.3,373.02,14,330,0.04,Clothing,North America,0.1761,0.46,81.01,Mar-2024,360.4616713985927
180,0.24,612.73,10,265,0.04,Clothing,North America,0.1764,0.2,35.28,Jul-2024,1636.763038548753
158,0.21,196.36,32,455,0.07,Toys,Europe,0.0897,0.45,40.36,Jul-2024,386.52130822596627
138,0.11,875.1,37,12,3.08,Books,Europe,0.134,1.8,241.2,Feb-2024,262.8109452736319
138,0.13,723.2,3,240,0.01,Clothing,Asia,0.1129,1.79,202.09,Jan-2024,257.86035924588055
153,0.1,1132.19,42,188,0.22,Clothing,Europe,0.1818,1.7,309.06,Feb-2024,266.333398045687
162,0.04,467.2,30,150,0.2,Books,North America,0.0376,1.1,41.36,Mar-2024,1029.5938104448742
457,0.03,171.63,11,435,0.03,Clothing,Europe,0.0208,1.57,32.66,Nov-2024,425.505205143907
139,0.06,1179.49,20,80,0.25,Clothing,Asia,0.114,0.87,99.18,Mar-2024,1089.241782617463
137,0.14,602.22,35,57,0.61,Clothing,Asia,0.03,0.26,7.8,May-2024,7620.769230769231
171,0.06,664.31,39,260,0.15,Home Appliances,North America,0.1914,0.88,168.43,Jul-2024,294.4131093035682
189,0.07,983.87,8,120,0.07,Toys,North America,0.1935,1.6,309.6,Feb-2024,217.7874677002584
150,0.01,313.41,11,383,0.03,Electronics,Asia,0.1849,0.55,101.7,Dec-2023,208.17109144542778
171,0.15,228.43,40,127,0.31,Home Appliances,North America,0.1763,0.68,119.88,Jan-2024,90.5488822155489
137,0.17,90.1,46,182,0.25,Books,Europe,0.0187,0.22,4.11,Dec-2023,2092.2141119221405
165,0.12,1319.23,0,468,0.0,Books,North America,0.0739,0.48,35.47,Sep-2024,3619.2839018889204
163,0.29,46.24,21,209,0.1,Books,North America,0.1121,0.58,65.02,May-2024,-28.883420486004297
198,0.17,1515.75,9,245,0.04,Electronics,North America,0.1203,1.43,172.03,Feb-2024,781.0963204092309
158,0.19,132.58,36,445,0.08,Toys,Europe,0.1379,1.39,191.68,May-2024,-30.832637729549244
136,0.21,46.01,11,33,0.33,Books,Europe,0.0325,1.21,39.32,Dec-2023,17.01424211597151
161,0.16,170.28,44,437,0.1,Books,North America,0.0546,1.79,97.73,Nov-2024,74.2351376240663
137,0.11,1216.08,30,179,0.17,Clothing,Asia,0.1235,0.19,23.46,Apr-2024,5083.631713554986
170,0.19,458.3,9,224,0.04,Home Appliances,North America,0.1615,0.7,113.05,Jun-2024,305.3958425475453
151,0.04,1251.34,44,362,0.12,Electronics,Asia,0.119,0.92,109.48,Aug-2024,1042.9850200949945
195,0.2,516.67,40,204,0.2,Electronics,North America,0.0199,1.48,29.45,Oct-2024,1654.397283531409
131,0.06,187.11,6,146,0.04,Home Appliances,Asia,0.07,0.37,25.9,Jun-2024,622.4324324324325
196,0.04,1269.96,15,417,0.04,Electronics,North America,0.0173,1.51,26.12,Dec-2023,4762.021439509955
135,0.26,269.83,3,187,0.02,Clothing,Asia,0.1545,1.73,267.28,Oct-2024,0.954055671954509
142,0.11,242.04,42,491,0.09,Home Appliances,Europe,0.0712,0.18,12.82,Sep-2024,1787.9875195007799
180,0.25,1100.4,35,443,0.08,Clothing,North America,0.0234,1.55,36.27,Aug-2024,2933.912324234905
137,0.13,291.77,16,133,0.12,Clothing,Asia,0.1587,0.89,141.24,Feb-2024,106.57745681110164
159,0.02,395.46,32,129,0.25,Books,North America,0.1926,0.49,94.37,Mar-2024,319.05266504185647
125,0.19,944.71,49,159,0.31,Books,Asia,0.1507,1.84,277.29,Aug-2024,240.6938584153774
137,0.02,31.69,33,69,0.48,Books,Europe,0.1122,0.66,74.05,Feb-2024,-57.20459149223498
167,0.05,234.18,19,423,0.04,Home Appliances,North America,0.1667,1.41,235.05,Apr-2024,-0.37013401403956797
178,0.01,625.93,40,104,0.38,Clothing,North America,0.0903,1.35,121.91,Apr-2024,413.43614141579855
151,0.12,1433.8,43,472,0.09,Electronics,Asia,0.1872,1.5,280.8,Mar-2024,410.6125356125356
196,0.03,871.06,31,103,0.3,Electronics,North America,0.1372,0.37,50.76,Feb-2024,1616.0362490149723
148,0.03,36.01,36,51,0.71,Clothing,Europe,0.0984,0.48,47.23,Dec-2024,-23.756087232691087
158,0.25,118.53,27,272,0.1,Books,North America,0.034,1.32,44.88,Dec-2023,164.10427807486633
141,0.18,630.86,15,462,0.03,Toys,Asia,0.0755,0.14,10.57,Feb-2024,5868.401135288552
134,0.15,414.81,45,104,0.43,Books,Europe,0.1985,1.45,287.82,Feb-2024,44.1213258286429
143,0.16,855.15,41,396,0.1,Toys,Asia,0.162,0.96,155.52,Nov-2024,449.8649691358024
150,0.12,1108.51,12,63,0.19,Clothing,Europe,0.0888,0.56,49.73,Feb-2024,2129.056907299417
143,0.06,1024.62,44,370,0.12,Home Appliances,Europe,0.073,1.22,89.06,Dec-2023,1050.4828205704018
130,0.09,677.61,26,31,0.84,Home Appliances,Asia,0.1363,0.92,125.4,Jun-2024,440.3588516746412
158,0.08,1736.81,10,472,0.02,Toys,Europe,0.1799,0.4,71.96,Aug-2024,2313.5769872151195
137,0.17,503.11,21,161,0.13,Books,Europe,0.0327,0.3,9.81,Nov-2024,5028.542303771661
183,0.22,72.77,5,428,0.01,Toys,North America,0.1377,1.24,170.75,Aug-2024,-57.38213762811127
182,0.09,157.94,39,114,0.34,Toys,North America,0.1143,0.69,78.87,Jan-2024,100.25358184353999
147,0.13,701.41,43,222,0.19,Clothing,Europe,0.114,0.79,90.06,Jun-2024,678.825227626027
127,0.13,256.69,47,223,0.21,Home Appliances,Asia,0.0191,0.28,5.35,Apr-2024,4697.943925233645
174,0.02,175.07,2,39,0.05,Clothing,North America,0.1896,0.83,157.37,Apr-2024,11.247378788841576
130,0.29,482.8,43,460,0.09,Home Appliances,Asia,0.0154,0.98,15.09,Apr-2024,3099.4698475811797
136,0.07,58.59,46,246,0.19,Clothing,Asia,0.1516,0.52,78.83,Apr-2024,-25.675504249651144
143,0.12,596.08,40,265,0.15,Home Appliances,Europe,0.1594,1.53,243.88,Aug-2024,144.415286206331
174,0.18,598.01,13,448,0.03,Clothing,North America,0.0389,1.54,59.91,May-2024,898.1806042396929
167,0.21,948.55,43,415,0.1,Home Appliances,North America,0.0225,1.29,29.02,Feb-2024,3168.6078566505857
140,0.1,66.13,14,429,0.03,Home Appliances,Europe,0.1985,0.73,144.9,Mar-2024,-54.3616287094548
191,0.27,1296.92,26,127,0.2,Electronics,North America,0.0736,1.02,75.07,May-2024,1627.6142267217267
156,0.04,304.53,24,168,0.14,Books,North America,0.1136,0.75,85.2,Jul-2024,257.4295774647887
158,0.1,356.5,28,402,0.07,Electronics,Europe,0.0701,0.19,13.32,Sep-2024,2576.426426426426
133,0.13,577.61,7,300,0.02,Books,Europe,0.1782,1.82,324.32,May-2024,78.09879131721758
135,0.2,1499.52,2,61,0.03,Books,Europe,0.1087,0.85,92.4,Aug-2024,1522.8571428571427
157,0.24,656.84,33,111,0.3,Books,North America,0.1538,1.02,156.88,Apr-2024,318.6894441611423
179,0.09,91.97,49,367,0.13,Toys,North America,0.1247,1.42,177.07,Oct-2024,-48.06008923024792
159,0.29,157.93,38,441,0.09,Electronics,Europe,0.0319,1.27,40.51,Aug-2024,289.85435694890157
166,0.09,636.91,0,37,0.0,Home Appliances,North America,0.1964,1.51,296.56,Dec-2023,114.76598327488534
133,0.19,518.59,13,418,0.03,Books,Europe,0.0309,0.3,9.27,Dec-2023,5494.282632146711
126,0.21,279.06,30,299,0.1,Home Appliances,Asia,0.037,1.66,61.42,Nov-2024,354.34711820253983
136,0.1,258.8,31,165,0.19,Toys,Asia,0.0615,1.65,101.48,Jan-2024,155.02562081198263
122,0.12,511.46,7,405,0.02,Books,Asia,0.0713,1.59,113.37,Apr-2024,351.1422774984564
142,0.3,124.96,34,267,0.13,Electronics,Asia,0.0874,1.65,144.21,Jan-2024,-13.348588863463014
157,0.1,188.1,32,413,0.08,Electronics,Europe,0.1751,0.48,84.05,Jul-2024,123.79535990481855
151,0.26,715.12,28,357,0.08,Toys,Europe,0.057,0.17,9.69,Nov-2024,7279.979360165119
144,0.08,864.03,40,294,0.14,Electronics,Asia,0.0291,1.46,42.49,Feb-2024,1933.4902329959987
162,0.22,289.57,10,495,0.02,Home Appliances,North America,0.1472,1.79,263.49,Oct-2024,9.897908839045119
185,0.03,235.71,30,275,0.11,Electronics,North America,0.1737,0.7,121.59,Jun-2024,93.85640266469282
154,0.27,1354.47,13,384,0.03,Toys,Europe,0.1482,1.92,284.54,Aug-2024,376.0209460884234
190,0.07,630.8,2,340,0.01,Electronics,North America,0.1223,0.56,68.49,Feb-2024,821.0103664768579
140,0.14,168.63,24,271,0.09,Home Appliances,Europe,0.1839,1.02,187.58,Sep-2024,-10.102356327966742
132,0.2,619.86,9,404,0.02,Books,Europe,0.0484,1.65,79.86,Apr-2024,676.18332081142
177,0.14,405.21,11,440,0.03,Toys,North America,0.0476,0.34,16.18,Jul-2024,2404.3881334981456
137,0.28,349.8,35,20,1.75,Home Appliances,Europe,0.074,1.23,91.02,Sep-2024,284.3111404087014
162,0.1,293.29,27,309,0.09,Home Appliances,North America,0.0431,1.08,46.55,Mar-2024,530.0537056928035
142,0.28,104.59,29,363,0.08,Electronics,Asia,0.1276,0.34,43.38,Sep-2024,141.10189027201474
171,0.07,705.13,25,130,0.19,Clothing,North America,0.0402,1.07,43.01,Sep-2024,1539.4559404789584
122,0.01,1373.96,13,315,0.04,Books,Asia,0.0174,0.89,15.49,Apr-2024,8769.980632666236
158,0.3,272.08,8,226,0.04,Electronics,Europe,0.1338,2.0,267.6,Feb-2024,1.6741405082212109
187,0.03,653.29,14,410,0.03,Electronics,North America,0.1353,0.22,29.77,May-2024,2094.457507557944
176,0.0,471.17,25,389,0.06,Toys,North America,0.0742,1.47,109.07,May-2024,331.98863115430464
136,0.11,650.48,18,218,0.08,Toys,Asia,0.016,0.21,3.36,Aug-2024,19259.52380952381
153,0.11,861.48,46,260,0.18,Toys,Europe,0.0568,1.52,86.34,Nov-2024,897.7762334954829
142,0.28,167.83,23,388,0.06,Clothing,Europe,0.0108,0.73,7.88,Sep-2024,2029.822335025381
138,0.17,361.12,20,411,0.05,Home Appliances,Europe,0.1257,1.85,232.54,Jul-2024,55.29371290960695
129,0.25,197.73,8,268,0.03,Clothing,Asia,0.109,0.5,54.5,Sep-2024,262.80733944954125
185,0.08,895.62,15,452,0.03,Electronics,North America,0.0245,1.69,41.4,Aug-2024,2063.3333333333335
185,0.26,45.04,31,195,0.16,Electronics,North America,0.0434,1.57,68.14,Sep-2024,-33.900792486058116
144,0.19,1016.83,25,437,0.06,Electronics,Asia,0.0562,1.03,57.89,Aug-2024,1656.48643979962
142,0.1,264.89,38,301,0.13,Clothing,Europe,0.0886,1.6,141.76,Aug-2024,86.85806997742664
177,0.18,886.07,5,239,0.02,Toys,North America,0.1166,0.32,37.31,Jan-2024,2274.8860895202356
170,0.16,1104.16,31,100,0.31,Clothing,North America,0.1702,1.56,265.51,Oct-2024,315.86380927272046
120,0.06,1271.78,17,305,0.06,Books,Asia,0.0191,1.81,34.57,Aug-2024,3578.854498119757
135,0.01,860.37,44,147,0.3,Toys,Asia,0.1786,0.75,133.95,Oct-2024,542.306830907055
132,0.2,1363.94,33,220,0.15,Books,Europe,0.1756,1.18,207.21,Feb-2024,558.2404324115631
154,0.2,809.57,10,312,0.03,Books,North America,0.0714,1.49,106.39,Aug-2024,660.945577591879
185,0.24,883.2,49,340,0.14,Electronics,North America,0.1089,1.5,163.35,Jan-2024,440.6795224977043
154,0.04,1388.85,1,459,0.0,Books,North America,0.106,1.64,173.84,May-2024,698.9242982052461
